id,organization_id,user_id,name,folder,filename,path,extension,disk,created_at,updated_at
97,,,VetIQ-Petcare-Veterinarian-in-Sandy-UT,screenshots,2MWaVEnXPdnygUvTqKB1lhtitdyXA3iEDpWEf6Pz.png,screenshots/2MWaVEnXPdnygUvTqKB1lhtitdyXA3iEDpWEf6Pz.png,png,r2,2024-05-03 21:42:08,2024-05-15 04:37:03
100,,,HOME-Brookside,screenshots,6IXz7ngORt35v8yJ0jMCwFZblgfVVXv25DHo5BgD.png,screenshots/6IXz7ngORt35v8yJ0jMCwFZblgfVVXv25DHo5BgD.png,png,r2,2024-05-03 21:42:12,2024-05-15 04:37:50
101,,,Veterinarians-in-West-Jordan-UT-VCA-Jordan-River-Animal-Hospital,screenshots,P1VUWjQbiKZz9K3BA9VOqBB9O13AqCWq34JblsNa.png,screenshots/P1VUWjQbiKZz9K3BA9VOqBB9O13AqCWq34JblsNa.png,png,r2,2024-05-03 21:42:13,2024-05-15 04:38:13
102,,,Home-Canyon-View-Cares,screenshots,8kpYh8vlP5O7w8mIqM2LSyP9JXnatodtAUFHXhNL.png,screenshots/8kpYh8vlP5O7w8mIqM2LSyP9JXnatodtAUFHXhNL.png,png,r2,2024-05-03 21:42:15,2024-05-15 04:38:34
103,,,Homepage-Homeward-Bound-Vet,screenshots,v7Ulogj85web6HKCJSJe0DDzmRtMavKIPvIkrxXu.png,screenshots/v7Ulogj85web6HKCJSJe0DDzmRtMavKIPvIkrxXu.png,png,r2,2024-05-03 21:42:17,2024-05-15 04:39:20
104,,,whitepinevet.com,screenshots,whitepinevet.com,screenshots/whitepinevet.com,png,r2,2024-05-03 21:42:19,2024-05-03 21:42:19
108,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:42:24,2024-05-03 21:42:24
109,,,PetSmart-Salt-Lake-City-Pet-Store-in-Salt-Lake-City-Utah-Store-0172,screenshots,WUqXU0xQ6Sz31q56GqkbHy3aIejLrzmzkZeYkOnv.png,screenshots/WUqXU0xQ6Sz31q56GqkbHy3aIejLrzmzkZeYkOnv.png,png,r2,2024-05-03 21:42:25,2024-05-15 04:40:53
110,,,countrysideanimalclinictooele.com,screenshots,countrysideanimalclinictooele.com,screenshots/countrysideanimalclinictooele.com,png,r2,2024-05-03 21:42:27,2024-05-03 21:42:27
111,,,PetSmart-Taylorsville-Pet-Store-in-Taylorsville-Utah-Store-1782,screenshots,uV4mQ6k42E9mu4ZvC1rIzwu82VHDvYu2zFEBWOU4.png,screenshots/uV4mQ6k42E9mu4ZvC1rIzwu82VHDvYu2zFEBWOU4.png,png,r2,2024-05-03 21:42:29,2024-05-15 04:41:35
112,,,Vetco-Total-Care-Animal-Hospital-in-Midvale-UT-Petco,screenshots,j4T8ZcK9FCG31vcJOcZKfvznuTAJAde5BRreBMPZ.png,screenshots/j4T8ZcK9FCG31vcJOcZKfvznuTAJAde5BRreBMPZ.png,png,r2,2024-05-03 21:42:30,2024-05-15 04:42:36
113,,,Orchard-Animal-Outreach-Home,screenshots,9oXWeo0IZQ3QC0DiWDf9vwco1PVsbnpTk7I0WL8Y.png,screenshots/9oXWeo0IZQ3QC0DiWDf9vwco1PVsbnpTk7I0WL8Y.png,png,r2,2024-05-03 21:42:32,2024-05-15 04:43:03
115,,,Veterinarian-in-Cottonwood-Heights-UT-Union-Park-Veterinary-Hospital,screenshots,qP1fLRfvJGnyTYuXRMcO66kYssr948szMzFWPCPz.png,screenshots/qP1fLRfvJGnyTYuXRMcO66kYssr948szMzFWPCPz.png,png,r2,2024-05-03 21:42:35,2024-05-15 04:43:43
116,,,Utah-s-Leading-Veterinary-Specialists-VetMed-Consultants,screenshots,BAxuglNapStYb0BCfJyhOapNINlmOrWc4Lm446PB.png,screenshots/BAxuglNapStYb0BCfJyhOapNINlmOrWc4Lm446PB.png,png,r2,2024-05-03 21:42:37,2024-05-15 04:44:02
117,,,www.oquirrhhillsvet.com,screenshots,www.oquirrhhillsvet.com,screenshots/www.oquirrhhillsvet.com,png,r2,2024-05-03 21:42:39,2024-05-03 21:42:39
119,,,www.banfield.com,screenshots,www.banfield.com,screenshots/www.banfield.com,png,r2,2024-05-03 21:42:42,2024-05-03 21:42:42
120,,,Home-Granite-Veterinary-Specialists,screenshots,aZoNY3bJFDm9Q9W8wNHTucTAxu7zkvUxGksxC9iJ.png,screenshots/aZoNY3bJFDm9Q9W8wNHTucTAxu7zkvUxGksxC9iJ.png,png,r2,2024-05-03 21:42:43,2024-05-15 04:44:22
122,,,millcreekveterinaryclinic.com,,millcreekveterinaryclinic.com,favicons/millcreekveterinaryclinic.com,png,r2,2024-05-10 23:00:15,2024-05-10 23:00:15
123,,,www.petcareanimalhospitalutah.com,,www.petcareanimalhospitalutah.com,favicons/www.petcareanimalhospitalutah.com,png,r2,2024-05-10 23:00:22,2024-05-10 23:00:22
124,,,www.thetravelvet.com,,www.thetravelvet.com,favicons/www.thetravelvet.com,png,r2,2024-05-10 23:00:24,2024-05-10 23:00:24
125,,,www.tcvh.com,,www.tcvh.com,favicons/www.tcvh.com,png,r2,2024-05-10 23:00:25,2024-05-10 23:00:25
126,,,www.nvetcare.com,,www.nvetcare.com,favicons/www.nvetcare.com,png,r2,2024-05-10 23:00:27,2024-05-10 23:00:27
127,,,www.lapoflove.com,,www.lapoflove.com,favicons/www.lapoflove.com,png,r2,2024-05-10 23:00:33,2024-05-10 23:00:33
128,,,www.majorstreetpetservices.com,,www.majorstreetpetservices.com,favicons/www.majorstreetpetservices.com,png,r2,2024-05-10 23:00:36,2024-05-10 23:00:36
129,,,www.uvhdc.com,,www.uvhdc.com,favicons/www.uvhdc.com,png,r2,2024-05-10 23:00:39,2024-05-10 23:00:39
130,,,www.holladayveterinaryhospital.com,,www.holladayveterinaryhospital.com,favicons/www.holladayveterinaryhospital.com,png,r2,2024-05-10 23:00:42,2024-05-10 23:00:42
131,,,www.PetLossAtHome.com,,www.PetLossAtHome.com,favicons/www.PetLossAtHome.com,png,r2,2024-05-10 23:00:48,2024-05-10 23:00:48
132,,,www.eastvalleyveterinaryclinic.com,,www.eastvalleyveterinaryclinic.com,favicons/www.eastvalleyveterinaryclinic.com,png,r2,2024-05-10 23:00:52,2024-05-10 23:00:52
133,,,www.olympuscovevet.com,,www.olympuscovevet.com,favicons/www.olympuscovevet.com,png,r2,2024-05-10 23:00:57,2024-05-10 23:00:57
134,,,www.hillsidevet.com,,www.hillsidevet.com,favicons/www.hillsidevet.com,png,r2,2024-05-10 23:01:01,2024-05-10 23:01:01
135,,,www.thrivepetcare.com,,www.thrivepetcare.com,favicons/www.thrivepetcare.com,png,r2,2024-05-10 23:01:05,2024-05-10 23:01:05
136,,,www.redbuttevet.com,,www.redbuttevet.com,favicons/www.redbuttevet.com,png,r2,2024-05-10 23:01:10,2024-05-10 23:01:10
137,,,vcahospitals.com,,vcahospitals.com,favicons/vcahospitals.com,png,r2,2024-05-10 23:01:13,2024-05-10 23:01:13
138,,,petstopvet.com,,petstopvet.com,favicons/petstopvet.com,png,r2,2024-05-10 23:01:19,2024-05-10 23:01:19
139,,,www.brickyardanimal.com,,www.brickyardanimal.com,favicons/www.brickyardanimal.com,png,r2,2024-05-10 23:01:23,2024-05-10 23:01:23
140,,,canyonsveterinaryclinic.com,,canyonsveterinaryclinic.com,favicons/canyonsveterinaryclinic.com,png,r2,2024-05-10 23:01:29,2024-05-10 23:01:29
